sample_id,region,province_soil_name,soil_texture_class,climate_type,season,elevation_m,temp_c,rainfall_mm,nitrogen_pct,phosphorus_ppm,potassium_cmol,soil_ph,organic_matter_pct,moisture_pct,cation_exchange_capacity,base_saturation_pct,soil_depth_cm,bulk_density_gcc,drainage_class,near_water_body,slope_pct,farm_history,previous_crop,best_crop,top3_crops,suitability_spread,score_Palay (Rice),score_Mais (Corn),score_Cassava,score_Camote,score_Saging (Banana),score_Tubo (Sugarcane),score_Niyog (Coconut),score_Kape (Coffee),score_Kakaw (Cacao),score_Abaka (Abaca),score_Luya (Ginger),score_Langka (Jackfruit),score_Pechay,score_Sitaw (String Beans),score_Ampalaya,score_Malunggay (Moringa),score_Talong (Eggplant),score_Kamatis (Tomato),score_Sibuyas (Onion),score_Bawang (Garlic),score_Pinya (Pineapple),score_Mangga (Mango),score_Durian,score_Repolyo (Cabbage),score_Strawberry
SOIL002541,Western Visayas,Bacolod Clay Loam,Clay Loam,Type I,Transition,57.2,28.8,70.2,0.284,15.78,2.481,5.8,3.02,45.6,19.4,76.0,45.0,1.26,Well Drained,0,14.4,Monocrop,None,Niyog (Coconut),Niyog (Coconut)|Langka (Jackfruit)|Pechay,37.0,87.1,98.8,84.0,82.3,93.4,81.2,100.0,92.1,94.5,96.0,93.1,100.0,100.0,86.9,96.7,100.0,100.0,100.0,66.8,63.0,87.3,100.0,90.0,85.2,76.4
SOIL004004,Central Luzon,Bulacan Clay Loam,Clay Loam,Type I,Wet Season,229.2,30.1,261.0,0.207,10.48,3.881,6.0,2.27,69.0,21.4,55.7,150.0,1.28,Moderately Well Drained,0,5.0,Orchard,Vegetable,Saging (Banana),Saging (Banana)|Tubo (Sugarcane)|Durian,54.8,91.6,91.5,63.5,70.5,100.0,100.0,96.7,87.6,97.8,94.6,91.5,99.0,75.3,69.8,79.7,92.2,83.0,75.4,53.7,49.0,86.7,75.3,99.2,62.4,45.2
SOIL002796,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Wet Season,139.4,28.5,324.1,0.151,7.69,1.443,7.6,1.57,74.4,24.7,63.3,120.0,1.33,Excessively Drained,0,0.4,Virgin Land,Corn,Niyog (Coconut),Niyog (Coconut)|Malunggay (Moringa)|Tubo (Sugarcane),75.9,81.7,87.3,68.7,52.8,80.6,93.7,99.1,76.3,89.4,83.7,77.4,86.9,60.0,55.5,53.1,97.8,69.4,60.0,45.3,44.5,72.6,71.1,76.0,49.2,23.2
SOIL006026,Northern Mindanao,Lanao Clay,Clay,Type IV,Wet Season,137.5,29.4,292.9,0.143,8.52,0.672,6.2,1.96,52.8,28.2,79.7,75.0,1.2,Moderately Well Drained,0,24.6,Virgin Land,Coconut,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Kakaw (Cacao),53.2,100.0,88.3,71.2,70.1,89.5,95.8,85.6,88.3,92.8,89.1,86.5,87.3,62.7,70.6,70.8,90.7,74.4,57.4,56.7,55.8,87.2,71.2,92.3,46.8,48.6
SOIL000236,Davao Region,Compostela Sandy Loam,Sandy Loam,Type IV,Dry Season,135.6,30.3,201.6,0.171,8.52,5.0,6.0,1.85,31.1,15.7,74.0,75.0,1.24,Poorly Drained,0,1.5,Virgin Land,Corn,Kamatis (Tomato),Kamatis (Tomato)|Saging (Banana)|Langka (Jackfruit),27.0,63.9,82.3,81.0,81.7,84.8,75.5,84.6,61.0,67.6,65.1,63.9,84.8,79.4,79.2,80.9,84.5,79.9,86.7,74.7,61.3,84.2,82.0,59.7,74.2,69.3
SOIL007502,Zamboanga Peninsula,Basilan Sandy Loam,Sandy Loam,Type IV,Transition,144.9,27.4,287.0,0.052,8.17,2.441,6.5,0.82,45.6,11.8,,60.0,1.12,Well Drained,0,4.3,Monocrop,Rice,Cassava,Cassava|Malunggay (Moringa)|Pinya (Pineapple),40.1,70.2,89.7,96.9,91.8,88.4,57.3,90.0,89.9,89.3,90.4,89.5,93.5,83.5,85.9,89.7,94.6,84.2,77.9,57.0,56.8,94.0,90.5,90.1,65.1,62.0
SOIL003125,Davao Region,Compostela Sandy Loam,Sandy Loam,Type IV,Dry Season,699.3,22.6,159.1,0.151,10.3,2.118,5.4,1.62,29.5,23.9,68.7,90.0,1.17,Well Drained,1,3.4,Virgin Land,Coconut,Cassava,Cassava|Camote|Mais (Corn),37.9,62.1,98.7,100.0,99.3,94.2,84.7,96.3,80.7,81.2,79.1,81.1,97.0,96.6,88.8,87.4,96.6,98.7,87.0,89.0,89.0,98.1,95.9,76.9,86.6,97.3
SOIL000937,Central Luzon,Bulacan Clay Loam,Clay Loam,Type I,Wet Season,164.4,28.4,317.6,0.281,13.84,1.027,6.2,,36.4,20.2,67.8,,1.21,Excessively Drained,1,0.3,Orchard,Coconut,Niyog (Coconut),Niyog (Coconut)|Langka (Jackfruit)|Kakaw (Cacao),59.3,91.9,95.0,68.0,52.8,91.0,89.8,100.0,89.1,95.4,93.0,92.9,95.7,62.3,56.2,68.4,91.4,72.0,62.9,47.6,48.0,89.3,75.7,91.5,48.6,40.7
SOIL005115,Davao Region,Compostela Sandy Loam,Sandy Loam,Type IV,Transition,205.4,31.7,139.8,0.284,,1.425,5.4,2.52,42.5,26.9,,45.0,1.63,Moderately Well Drained,1,2.2,Virgin Land,Corn,Kakaw (Cacao),Kakaw (Cacao)|Langka (Jackfruit)|Niyog (Coconut),41.0,84.8,97.1,96.2,85.1,98.3,66.4,99.0,90.5,100.0,87.6,93.6,99.7,91.2,85.7,86.4,95.4,94.8,87.2,62.9,59.0,97.2,98.1,95.3,78.0,86.0
SOIL006092,Ilocos Region,Pablo Clay,Clay,Type I,Wet Season,296.5,28.5,231.4,0.206,,0.556,6.0,1.72,66.3,3.9,43.7,90.0,1.47,Moderately Well Drained,0,2.0,Monocrop,Vegetable,Tubo (Sugarcane),Tubo (Sugarcane)|Palay (Rice)|Saging (Banana),47.4,98.3,87.3,73.0,72.3,92.3,100.0,90.5,86.8,88.5,90.9,89.8,91.9,72.3,71.6,71.6,89.8,74.1,70.6,62.3,57.4,90.4,71.4,89.6,52.6,53.5
SOIL003707,SOCCSKSARGEN,South Cotabato Loam,Loam,Type IV,Transition,275.5,32.5,135.7,0.136,2.89,1.218,6.5,1.99,35.2,24.7,23.7,45.0,0.89,Well Drained,0,15.0,Rotation,Corn,Mais (Corn),Mais (Corn)|Mangga (Mango)|Langka (Jackfruit),28.2,89.1,100.0,98.8,91.8,95.5,77.9,96.9,80.8,93.5,87.7,85.7,99.9,89.3,98.4,98.6,98.3,97.0,91.9,76.2,71.8,96.1,100.0,89.6,83.7,84.5
SOIL002346,Central Visayas,Cebu Clay Loam,Clay Loam,Type III,Transition,158.1,26.2,228.6,0.229,5.08,2.374,6.7,2.37,56.7,13.2,65.3,120.0,1.54,Somewhat Poorly Drained,0,1.9,Rotation,Coconut,Palay (Rice),Palay (Rice)|Abaka (Abaca)|Malunggay (Moringa),48.4,97.6,90.5,79.1,83.1,92.1,70.1,92.4,84.5,89.8,96.8,92.0,91.1,90.1,81.0,89.9,94.1,88.7,90.0,51.7,49.2,78.8,94.0,87.2,76.1,58.5
SOIL003210,Davao Region,Compostela Sandy Loam,Sandy Loam,Type IV,Transition,644.7,20.3,317.8,0.103,3.84,0.452,5.0,0.79,49.4,27.0,77.2,60.0,1.48,Poorly Drained,1,1.3,Monocrop,Unknown,Kape (Coffee),Kape (Coffee)|Camote|Pinya (Pineapple),46.5,76.4,78.2,81.3,86.2,66.1,40.7,75.7,87.2,71.0,78.6,72.2,73.8,67.5,60.4,60.8,76.2,67.7,54.0,41.1,41.7,82.0,81.6,75.6,54.5,60.5
SOIL004212,Western Visayas,Iloilo Clay,Clay,Type I,Wet Season,106.5,29.1,249.4,0.163,2.82,2.354,5.9,1.82,47.2,17.2,77.2,90.0,1.4,Moderately Well Drained,0,13.3,Virgin Land,Coconut,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Niyog (Coconut),53.1,99.4,87.2,72.6,69.4,86.9,97.9,90.0,84.1,86.1,88.0,87.6,84.6,67.3,71.4,67.1,89.6,71.0,63.5,54.7,51.8,88.5,72.0,86.8,46.3,50.2
SOIL002376,BARMM,Lanao Sandy Loam,Sandy Loam,Type IV,Dry Season,194.7,30.9,184.5,0.125,11.37,1.203,5.7,1.37,20.7,17.7,43.2,75.0,1.16,Well Drained,1,2.4,Monocrop,Unknown,Malunggay (Moringa),Malunggay (Moringa)|Mangga (Mango)|Cassava,38.1,57.0,93.1,94.2,91.3,91.9,83.9,92.7,69.0,75.1,73.9,74.6,93.7,89.0,90.5,87.9,95.1,93.0,85.1,80.7,72.7,93.6,94.5,71.4,75.5,83.8
SOIL005000,Bicol Region,Camarines Sandy Loam,Sandy Loam,Type II,Wet Season,273.5,28.3,440.2,0.189,4.71,0.769,5.8,2.14,60.0,,83.3,,1.09,Poorly Drained,0,7.2,Rotation,Unknown,Durian,Durian|Niyog (Coconut)|Abaka (Abaca),47.9,86.8,88.5,66.3,61.7,91.9,80.3,92.8,80.2,82.4,92.4,82.8,86.8,59.1,59.9,56.4,78.8,59.1,55.1,53.4,49.0,78.0,68.9,93.8,45.9,49.7
SOIL005140,Caraga,Bislig Clay,Clay,Type II,Dry Season,301.9,27.3,120.9,0.146,42.61,1.207,5.6,1.98,34.8,,83.2,90.0,1.23,Poorly Drained,0,8.1,Orchard,Coconut,Tubo (Sugarcane),Tubo (Sugarcane)|Pechay|Mangga (Mango),32.9,77.3,79.7,81.4,81.8,81.0,88.6,79.8,58.6,57.0,57.6,62.8,82.0,84.9,73.3,71.5,81.9,83.3,70.8,71.9,69.9,81.3,84.0,55.7,62.2,70.3
SOIL003781,SOCCSKSARGEN,Sultan Kudarat Clay,Clay,Type IV,Transition,298.7,30.0,174.9,0.244,41.06,1.542,6.4,1.78,63.0,13.0,61.3,60.0,1.3,Excessively Drained,0,2.4,Virgin Land,None,Cassava,Cassava|Niyog (Coconut)|Pinya (Pineapple),37.4,89.5,83.5,91.9,77.9,83.4,72.8,90.4,78.7,83.6,81.1,87.9,84.9,79.8,80.0,81.2,88.7,83.6,81.6,61.5,54.5,89.7,82.1,78.2,70.3,72.9
SOIL005973,Caraga,Bislig Clay,Clay,Type II,Wet Season,348.7,26.6,477.0,0.112,20.64,0.844,5.8,1.21,66.7,26.4,,,1.22,Well Drained,1,0.6,Virgin Land,None,Palay (Rice),Palay (Rice)|Niyog (Coconut)|Abaka (Abaca),50.8,88.5,79.8,56.0,59.2,81.3,84.0,87.5,71.1,78.2,86.1,77.1,81.4,55.3,51.6,48.2,71.3,54.9,49.3,52.6,52.1,72.0,58.2,80.6,37.7,43.1
SOIL007360,MIMAROPA,Romblon Sandy Clay,Clay,Type I,Dry Season,394.2,29.1,48.7,0.099,15.94,1.297,6.5,1.02,7.9,17.1,90.0,75.0,1.06,Well Drained,0,0.7,Virgin Land,Coconut,Malunggay (Moringa),Malunggay (Moringa)|Niyog (Coconut)|Sitaw (String Beans),31.6,56.7,82.9,80.2,82.4,77.6,80.6,84.0,58.2,54.7,56.4,58.1,75.8,75.7,83.5,81.6,84.2,78.1,77.1,82.1,78.8,78.4,81.3,52.6,69.1,74.4
SOIL003369,Central Luzon,Bulacan Clay Loam,Clay Loam,Type I,Dry Season,145.1,31.4,42.8,0.201,4.49,0.487,6.3,1.59,5.4,11.5,21.5,60.0,1.4,Well Drained,0,7.6,Monocrop,Rice,Malunggay (Moringa),Malunggay (Moringa)|Mangga (Mango)|Ampalaya,42.2,62.6,93.1,83.0,82.5,90.1,89.6,92.1,57.7,71.8,63.5,65.0,95.1,90.3,82.2,96.6,99.9,93.2,91.3,78.6,73.9,80.8,98.5,68.3,81.4,73.8
SOIL002315,Eastern Visayas,Leyte Clay,Clay,Type II,Transition,16.6,31.6,109.6,0.332,12.06,0.532,5.6,2.9,44.2,18.4,55.5,90.0,1.24,Moderately Well Drained,0,7.7,Virgin Land,Unknown,Palay (Rice),Palay (Rice)|Mais (Corn)|Talong (Eggplant),42.9,96.3,91.3,85.7,74.5,87.8,80.1,84.5,75.2,84.9,77.9,78.9,85.2,84.5,77.2,77.6,78.4,88.8,78.7,57.1,53.4,87.5,81.4,81.2,72.7,77.6
SOIL005369,Caraga,Bislig Clay,Clay,Type II,Dry Season,296.3,27.2,164.2,0.07,3.79,2.78,5.7,,36.0,17.3,54.7,120.0,1.3,Well Drained,0,10.0,Rotation,Vegetable,Malunggay (Moringa),Malunggay (Moringa)|Camote|Tubo (Sugarcane),30.3,62.0,88.5,85.5,90.8,81.6,90.8,88.6,68.1,62.7,64.8,66.4,87.9,81.7,84.7,72.7,90.9,84.7,73.2,80.8,75.1,88.0,85.8,64.5,60.6,75.9
SOIL001321,SOCCSKSARGEN,Sultan Kudarat Clay,Clay,Type IV,Wet Season,30.1,29.6,242.8,0.164,30.55,3.21,5.3,1.59,56.9,18.3,36.2,75.0,1.16,Well Drained,0,0.6,Monocrop,Vegetable,Tubo (Sugarcane),Tubo (Sugarcane)|Pinya (Pineapple)|Niyog (Coconut),59.9,86.4,87.4,67.4,72.7,87.7,95.9,91.5,84.2,91.3,88.6,82.6,87.1,67.4,58.9,60.3,87.4,73.5,55.5,40.5,36.0,92.2,69.5,91.0,37.3,51.6
SOIL003547,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Dry Season,102.4,30.1,44.2,0.187,7.39,1.051,5.8,2.26,26.9,16.1,56.9,150.0,1.05,Somewhat Poorly Drained,0,15.7,Monocrop,None,Malunggay (Moringa),Malunggay (Moringa)|Mangga (Mango)|Kamatis (Tomato),34.1,70.5,86.2,72.6,79.0,86.8,83.7,86.1,58.6,67.5,61.8,60.3,83.5,83.9,73.8,84.5,92.7,86.6,87.3,75.1,68.7,77.0,88.1,64.6,71.5,61.9
SOIL003042,Davao Region,Tagum Clay,Clay,Type IV,Wet Season,560.9,19.0,279.2,0.029,4.01,0.959,4.8,0.5,48.4,15.1,,45.0,1.21,Poorly Drained,1,10.0,Virgin Land,Unknown,Palay (Rice),Palay (Rice)|Pinya (Pineapple)|Malunggay (Moringa),54.3,76.1,58.0,47.3,45.4,43.2,56.9,58.1,61.2,52.6,60.6,45.3,56.6,35.7,33.1,32.4,62.2,36.5,23.5,22.1,26.4,64.1,38.5,56.1,21.8,22.6
SOIL001002,Bicol Region,Camarines Sandy Loam,Sandy Loam,Type II,Transition,272.8,27.8,134.8,0.233,7.12,3.184,5.3,2.51,44.4,,77.4,75.0,1.3,Well Drained,0,3.0,Virgin Land,None,Camote,Camote|Malunggay (Moringa)|Niyog (Coconut),34.5,71.7,91.1,92.1,100.0,93.1,67.7,99.5,99.1,98.1,95.4,94.4,96.7,94.7,85.0,83.1,100.0,93.9,83.6,69.2,65.5,97.0,97.8,93.1,70.5,81.2
SOIL001976,Davao Region,Davao Clay Loam,Clay Loam,Type IV,Transition,356.4,27.8,183.0,0.24,,2.376,5.0,,59.3,3.0,56.5,90.0,1.67,Somewhat Poorly Drained,0,1.4,Monocrop,Rice,Palay (Rice),Palay (Rice)|Kakaw (Cacao)|Abaka (Abaca),54.4,97.7,84.6,82.7,80.6,80.3,68.4,90.0,91.2,95.4,94.2,85.5,92.5,84.0,66.9,76.0,92.1,84.7,79.8,48.7,43.3,83.4,92.4,92.0,64.4,58.6
SOIL001808,Cagayan Valley,Cagayan Sandy Loam,Sandy Loam,Type III,Transition,354.9,27.4,232.2,0.192,22.8,1.981,6.6,1.97,47.2,10.4,64.9,75.0,1.29,Well Drained,0,4.5,Rotation,Rice,Mais (Corn),Mais (Corn)|Camote|Saging (Banana),30.0,84.4,100.0,99.1,100.0,100.0,70.0,99.0,94.1,95.2,96.5,98.5,98.8,100.0,100.0,98.6,98.2,100.0,99.4,74.3,70.1,97.8,100.0,98.4,81.1,82.0
SOIL000410,Caraga,Agusan Sandy Loam,Sandy Loam,Type II,Wet Season,227.0,24.5,360.0,0.162,5.88,2.872,6.8,1.67,62.4,6.0,66.0,90.0,1.4,Poorly Drained,1,5.7,Monocrop,Coconut,Langka (Jackfruit),Langka (Jackfruit)|Niyog (Coconut)|Kakaw (Cacao),47.2,87.4,91.4,66.2,68.8,89.1,83.1,93.5,81.2,91.7,89.3,89.8,94.9,63.5,61.8,61.5,85.1,63.7,62.3,63.6,63.4,82.9,73.1,83.4,50.6,47.7
SOIL007607,Caraga,Agusan Sandy Loam,Sandy Loam,Type II,Transition,85.6,29.8,127.2,0.119,6.54,1.103,6.2,1.65,48.5,,49.4,60.0,1.64,Excessively Drained,0,5.6,Virgin Land,None,Cassava,Cassava|Pinya (Pineapple)|Malunggay (Moringa),44.4,73.4,91.7,100.0,93.1,85.2,55.6,98.3,86.0,88.2,85.6,89.8,88.3,87.3,87.9,90.7,99.8,90.9,90.3,69.0,64.5,100.0,92.2,85.0,74.7,79.5
SOIL003656,BARMM,Lanao Sandy Loam,Sandy Loam,Type IV,Transition,199.4,27.8,167.7,0.197,8.25,2.051,5.7,1.96,37.4,15.7,72.3,90.0,1.21,Somewhat Poorly Drained,1,3.4,Monocrop,Corn,Niyog (Coconut),Niyog (Coconut)|Durian|Saging (Banana),35.5,88.6,91.1,91.4,91.5,93.4,64.9,94.7,92.4,92.2,90.5,92.6,92.6,91.0,85.2,82.0,92.7,87.8,87.2,64.6,59.2,91.5,91.5,94.3,71.5,80.1
SOIL007941,MIMAROPA,Occidental Mindoro Clay,Clay,Type I,Wet Season,311.2,25.8,383.5,0.215,3.17,1.276,6.4,2.69,57.9,10.3,24.4,45.0,1.43,Moderately Well Drained,0,9.8,Virgin Land,Coconut,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Langka (Jackfruit),48.5,97.1,91.4,68.0,63.1,87.8,95.2,90.3,87.6,86.3,87.1,85.6,92.3,58.3,58.3,57.2,79.2,59.5,54.7,60.1,57.7,78.8,68.8,88.6,48.6,48.6
SOIL002004,Cagayan Valley,Isabela Sandy Loam,Sandy Loam,Type III,Dry Season,52.5,29.8,256.7,0.377,22.32,1.469,6.8,3.13,28.1,,76.6,75.0,1.35,Excessively Drained,0,0.2,Monocrop,Corn,Pinya (Pineapple),Pinya (Pineapple)|Mais (Corn)|Talong (Eggplant),37.2,63.9,98.8,90.2,83.6,95.5,83.0,93.6,66.7,76.5,71.8,75.0,88.4,89.9,82.7,94.5,90.9,96.0,89.9,77.7,75.7,99.0,87.5,73.6,74.9,61.8
SOIL004003,CALABARZON,Lipa Clay Loam,Clay Loam,Type III,Dry Season,10.2,27.3,335.7,0.168,5.76,2.817,5.7,2.88,29.5,10.0,67.0,120.0,1.5,Well Drained,1,2.3,Rotation,Unknown,Langka (Jackfruit),Langka (Jackfruit)|Mangga (Mango)|Saging (Banana),34.6,71.0,95.9,87.6,87.5,99.3,96.7,98.5,85.4,82.6,83.4,81.8,100.0,86.8,68.5,81.1,98.5,90.4,82.3,69.8,67.1,83.0,100.0,81.2,69.0,65.4
SOIL005683,Eastern Visayas,Biliran Clay Loam,Clay Loam,Type II,Wet Season,92.6,30.4,402.2,0.268,3.45,1.675,5.1,2.78,62.7,28.4,93.1,120.0,0.97,Excessively Drained,0,1.3,Rotation,Rice,Niyog (Coconut),Niyog (Coconut)|Kakaw (Cacao)|Abaka (Abaca),74.3,88.2,82.0,63.6,44.3,79.4,83.4,98.4,77.8,90.0,89.9,80.8,89.9,51.1,34.6,44.3,89.4,53.6,46.3,31.5,24.8,77.2,70.3,89.6,33.1,24.1
SOIL003571,Cagayan Valley,Cagayan Sandy Loam,Sandy Loam,Type III,Transition,237.2,26.9,258.0,0.032,7.02,1.592,5.7,0.5,8.8,24.1,,90.0,1.3,Moderately Well Drained,0,5.8,Rotation,Vegetable,Cassava,Cassava|Pinya (Pineapple)|Mais (Corn),43.0,79.7,92.0,94.1,89.7,85.5,61.3,90.3,87.3,88.1,87.6,86.1,89.8,84.3,80.5,78.0,91.5,86.7,71.6,51.6,51.1,92.1,89.6,82.7,55.5,64.8
SOIL007917,SOCCSKSARGEN,Sarangani Sandy Loam,Sandy Loam,Type IV,Wet Season,346.9,29.3,191.7,0.251,38.28,1.703,6.5,2.34,57.2,22.0,,45.0,1.57,Well Drained,0,5.8,Orchard,Vegetable,Saging (Banana),Saging (Banana)|Kape (Coffee)|Kakaw (Cacao),33.5,80.5,98.6,79.8,73.8,100.0,88.0,99.3,100.0,100.0,96.6,99.0,100.0,78.5,80.8,81.7,100.0,82.6,76.1,79.7,68.8,100.0,78.7,100.0,73.5,66.5
SOIL006174,Western Visayas,Bacolod Clay Loam,Clay Loam,Type I,Transition,134.5,28.7,12.6,0.212,,0.857,5.9,,54.4,17.1,51.4,120.0,1.48,Moderately Well Drained,1,1.1,Orchard,Unknown,Malunggay (Moringa),Malunggay (Moringa)|Talong (Eggplant)|Mais (Corn),35.1,90.3,94.5,83.5,82.4,88.1,70.0,92.1,86.0,84.6,89.2,88.0,89.3,90.8,78.8,91.2,94.8,94.6,91.4,61.9,59.7,80.7,91.7,89.2,76.2,69.0
SOIL002579,BARMM,Basilan Clay Loam,Clay Loam,Type IV,Dry Season,377.7,26.7,144.5,0.157,8.86,1.43,6.9,1.21,14.5,14.7,88.4,75.0,1.06,Well Drained,0,1.8,Rotation,Corn,Langka (Jackfruit),Langka (Jackfruit)|Malunggay (Moringa)|Mangga (Mango),41.6,68.2,94.8,82.0,80.4,93.8,94.7,96.6,68.1,74.9,74.4,72.9,99.6,94.9,83.8,92.3,97.3,94.5,94.1,85.9,86.4,80.4,97.1,66.4,80.8,58.0
SOIL006081,CAR,Baguio Clay Loam,Clay Loam,Type III,Transition,1853.3,22.3,287.7,0.123,4.89,1.454,5.5,2.45,82.0,11.0,45.8,30.0,1.29,Moderately Well Drained,0,1.5,Rotation,Rice,Abaka (Abaca),Abaka (Abaca)|Mais (Corn)|Luya (Ginger),50.6,94.3,99.1,90.7,91.3,89.8,75.3,90.8,97.7,93.3,100.0,98.9,95.4,91.8,75.3,81.8,96.9,95.7,78.6,52.0,49.4,90.3,97.6,95.3,73.8,74.2
SOIL007643,Ilocos Region,Luisiana Clay Loam,Clay Loam,Type I,Wet Season,222.8,30.2,172.5,0.101,19.09,2.605,5.3,1.21,34.2,36.7,52.8,75.0,1.25,Moderately Well Drained,0,5.0,Orchard,Rice,Langka (Jackfruit),Langka (Jackfruit)|Niyog (Coconut)|Malunggay (Moringa),52.8,90.4,89.0,66.1,67.7,86.7,89.9,96.8,91.6,91.0,92.1,90.8,97.2,70.5,54.7,62.2,93.1,70.8,54.8,50.8,44.9,83.3,79.5,90.2,44.4,48.0
SOIL000632,Central Visayas,Negros Clay,Clay,Type III,Transition,180.4,27.9,370.8,0.258,15.5,1.335,7.1,2.79,34.3,,76.7,60.0,1.27,Well Drained,0,1.0,Fallow,Unknown,Mais (Corn),Mais (Corn)|Niyog (Coconut)|Langka (Jackfruit),44.0,88.6,93.7,85.7,74.3,88.6,80.4,91.9,75.5,88.1,86.7,87.5,90.9,77.9,78.5,76.7,80.5,75.4,75.9,62.8,57.5,71.2,89.1,80.3,66.5,49.7
SOIL001308,Eastern Visayas,Leyte Clay,Clay,Type II,Dry Season,337.5,27.3,160.6,0.261,20.74,1.209,6.0,2.53,37.4,23.2,75.6,90.0,1.47,Well Drained,1,3.3,Monocrop,Corn,Tubo (Sugarcane),Tubo (Sugarcane)|Ampalaya|Mais (Corn),33.7,68.1,91.1,86.3,87.9,90.6,99.4,90.2,69.8,70.6,65.7,73.3,89.6,89.9,89.3,94.4,85.9,87.4,85.8,89.4,83.6,88.4,90.9,68.6,76.1,74.3
SOIL000442,Caraga,Agusan Sandy Loam,Sandy Loam,Type II,Wet Season,108.0,26.9,492.3,0.024,4.83,1.184,6.9,,64.2,,49.5,60.0,1.28,Well Drained,0,20.1,Virgin Land,Rice,Abaka (Abaca),Abaka (Abaca)|Niyog (Coconut)|Saging (Banana),54.6,74.5,87.9,62.5,65.9,90.0,73.4,91.4,69.4,82.3,92.4,75.3,85.6,64.9,59.5,63.8,82.5,63.2,59.0,64.2,62.3,78.0,64.6,79.1,49.7,37.8
SOIL002646,Caraga,Agusan Sandy Loam,Sandy Loam,Type II,Dry Season,258.4,29.2,212.9,0.124,,0.996,5.0,0.88,33.8,17.3,79.0,75.0,1.47,Well Drained,0,4.5,Virgin Land,Rice,Malunggay (Moringa),Malunggay (Moringa)|Cassava|Langka (Jackfruit),36.0,61.8,90.5,97.3,93.9,82.7,73.9,93.5,72.6,78.0,73.5,67.4,94.3,87.1,79.8,81.2,97.8,85.0,79.7,73.2,64.2,93.6,92.4,76.5,62.8,67.9
SOIL000813,Ilocos Region,Luisiana Clay Loam,Clay Loam,Type I,Dry Season,313.6,25.8,39.4,0.144,16.79,2.114,5.0,,42.7,22.1,49.6,120.0,1.16,Somewhat Poorly Drained,0,3.0,Rotation,Vegetable,Malunggay (Moringa),Malunggay (Moringa)|Niyog (Coconut)|Mangga (Mango),42.0,69.7,80.7,76.3,76.9,71.4,74.0,88.1,63.7,61.6,60.9,49.6,84.5,79.0,61.7,73.9,91.6,74.5,73.9,66.9,67.7,77.6,86.8,62.3,60.9,51.8
SOIL004331,Central Luzon,Pampanga Clay,Clay,Type I,Transition,397.4,28.6,41.1,0.175,18.16,3.554,6.5,1.31,45.7,,51.8,150.0,1.51,moderately well drained,1,3.9,Virgin Land,None,Kamatis (Tomato),Kamatis (Tomato)|Camote|Malunggay (Moringa),22.9,73.6,75.5,72.1,82.4,77.1,67.7,77.4,69.5,76.0,69.6,71.1,73.9,80.9,81.1,77.7,82.4,80.3,83.2,65.0,60.3,79.8,77.4,70.7,70.1,64.9
SOIL000317,SOCCSKSARGEN,Sarangani Sandy Loam,Sandy Loam,Type IV,Wet Season,162.1,26.9,252.0,0.376,8.1,0.859,5.9,3.49,45.6,20.3,99.4,75.0,1.52,Somewhat Poorly Drained,0,2.4,Orchard,Corn,Mais (Corn),Mais (Corn)|Pinya (Pineapple)|Luya (Ginger),48.9,87.8,96.9,65.0,67.5,90.1,84.2,89.1,91.9,94.1,93.0,95.9,84.1,78.8,67.6,74.8,80.1,74.4,72.2,61.4,61.0,96.4,67.8,93.4,48.0,52.1
SOIL000761,Central Visayas,Bohol Sandy Loam,Sandy Loam,Type III,Transition,314.3,29.8,257.9,0.255,11.77,2.334,5.0,3.05,37.0,12.9,44.7,60.0,1.5,Excessively Drained,0,21.5,Orchard,Rice,Cassava,Cassava|Niyog (Coconut)|Pinya (Pineapple),54.0,88.5,89.7,100.0,87.4,87.6,61.1,100.0,86.8,94.2,90.3,83.8,99.1,82.8,79.2,78.9,99.4,84.4,76.3,46.8,46.0,100.0,94.5,95.1,58.1,60.8
SOIL000941,BARMM,Lanao Sandy Loam,Sandy Loam,Type IV,Dry Season,91.3,28.0,108.6,0.152,11.54,2.918,5.7,1.86,38.1,20.7,46.0,90.0,1.11,Moderately Well Drained,0,0.7,Monocrop,Corn,Mais (Corn),Mais (Corn)|Langka (Jackfruit)|Pechay,36.6,63.4,100.0,95.5,95.6,97.0,88.0,98.7,78.4,78.7,71.5,80.2,100.0,100.0,95.1,86.7,98.1,100.0,94.1,91.1,90.9,96.7,100.0,74.0,79.1,85.9
SOIL007996,Davao Region,Compostela Sandy Loam,Sandy Loam,Type IV,Transition,377.6,31.6,255.7,0.315,13.2,1.015,5.5,3.02,44.6,13.6,100.0,150.0,1.63,Somewhat Poorly Drained,1,3.6,Rotation,None,Kakaw (Cacao),Kakaw (Cacao)|Talong (Eggplant)|Pinya (Pineapple),51.8,91.9,95.0,85.9,76.2,92.1,66.8,95.7,87.2,98.1,93.0,88.4,89.6,83.8,84.4,81.6,87.0,96.9,73.6,48.6,46.3,96.6,95.0,94.3,64.3,73.0
